collection_id,bin_id,truck_id,collection_timestamp,fill_level_at_collection_pct,waste_collected_kg,collection_status,emergency_collection,route_date,route_id
C0000464,B0010,T09,2026-01-20 16:00:00,66.8931429793171,397.0736092308988,Completed,0,2026-01-20,RTE000704
C0000465,B0010,T09,2026-02-02 00:00:00,103.12193070880589,642.5317143595349,Completed,1,2026-02-02,RTE000712
C0000466,B0010,T09,2026-02-13 11:00:00,103.3399304565749,600.097844832503,Completed,1,2026-02-13,RTE000720
C0000467,B0010,T09,2026-02-17 16:00:00,40.65463398863332,239.63861820802444,Completed,0,2026-02-17,RTE000721
C0000468,B0010,T04,2026-03-02 03:00:00,103.25415841058458,562.9587374450595,Completed,1,2026-03-02,RTE000289
C0000469,B0010,T04,2026-03-03 16:00:00,31.396892792867664,177.6068670796566,Completed,0,2026-03-03,RTE000290
C0000470,B0010,T09,2026-03-10 16:00:00,62.6906673246236,343.74415627131066,Completed,0,2026-03-10,RTE000733
C0000471,B0010,T09,2026-03-17 16:00:00,68.13729678310352,401.4333504046974,Completed,0,2026-03-17,RTE000737
C0000472,B0010,T04,2026-03-24 16:00:00,65.43370460164701,377.5282587835118,Completed,0,2026-03-24,RTE000298
C0000473,B0010,T09,2026-04-04 14:00:00,103.40116033672513,600.9686520074198,Completed,1,2026-04-04,RTE000748
C0000474,B0010,T09,2026-04-07 16:00:00,32.94990112036202,170.49605347539153,Completed,0,2026-04-07,RTE000750
C0000475,B0010,T04,2026-04-18 11:00:00,103.51174727833678,624.2906996871434,Completed,1,2026-04-18,RTE000313
C0000476,B0010,T09,2026-04-21 16:00:00,30.939814001117092,134.51491672591018,Completed,0,2026-04-21,RTE000754
C0000477,B0010,T09,2026-04-28 16:00:00,70.7934430169285,373.82802207914654,Completed,0,2026-04-28,RTE000759
C0000478,B0010,T09,2026-05-05 16:00:00,74.73089324159791,432.4851768299153,Completed,0,2026-05-05,RTE000763
C0000479,B0010,T09,2026-05-12 16:00:00,69.24249924021784,415.4199414575505,Completed,0,2026-05-12,RTE000767
C0000480,B0010,T04,2026-05-19 16:00:00,66.97687965771622,414.5858721695917,Completed,0,2026-05-19,RTE000324
C0000481,B0010,T09,2026-05-26 16:00:00,64.39765099827352,364.909211333924,Completed,0,2026-05-26,RTE000776
C0000482,B0010,T04,2026-06-02 16:00:00,68.537126214334,382.9144395158927,Completed,0,2026-06-02,RTE000330
C0000483,B0010,T09,2026-06-09 16:00:00,70.5501527839806,409.1145591764763,Completed,0,2026-06-09,RTE000782
C0000484,B0010,T09,2026-06-20 00:00:00,103.2232590997868,640.9590830417488,Completed,1,2026-06-20,RTE000789
C0000485,B0010,T09,2026-06-23 16:00:00,30.120561201955155,130.36935362794537,Completed,0,2026-06-23,RTE000792
C0000486,B0010,T04,2026-06-30 16:00:00,71.17272007557092,441.9877591931849,Completed,0,2026-06-30,RTE000343
C0000487,B0010,T09,2026-07-07 16:00:00,62.702536690289655,351.65543308580396,Completed,0,2026-07-07,RTE000800
C0000488,B0010,T09,2026-07-17 23:00:00,103.01034164787043,600.5321088958524,Completed,1,2026-07-17,RTE000807
C0000489,B0010,T09,2026-07-21 16:00:00,35.93450986995887,177.5790577813308,Completed,0,2026-07-21,RTE000808
C0000490,B0010,T04,2026-07-28 16:00:00,68.26642768287796,377.4913507267518,Completed,0,2026-07-28,RTE000356
C0000491,B0011,T09,2025-08-05 18:00:00,104.87232063410967,406.11385181666503,Completed,1,2025-08-05,RTE000619
C0000492,B0011,T04,2025-08-13 08:00:00,103.31391632107174,382.3958687290068,Completed,1,2025-08-13,RTE000182
C0000493,B0011,T04,2025-08-13 14:00:00,14.17622988576706,32.147199366492146,Completed,0,2025-08-13,RTE000182
C0000494,B0011,T09,2025-08-20 14:00:00,100.79964429155038,394.90618682013235,Completed,0,2025-08-20,RTE000629
C0000495,B0011,T04,2025-08-28 00:00:00,103.51640458189615,390.0876757565484,Completed,1,2025-08-28,RTE000188
C0000496,B0011,T04,2025-09-03 14:00:00,94.09033079105707,332.52068822318387,Completed,0,2025-09-03,RTE000190
C0000497,B0011,T09,2025-09-10 13:00:00,104.33706076731342,413.58358620795906,Completed,1,2025-09-10,RTE000641
C0000498,B0011,T04,2025-09-10 14:00:00,3.77335836083987,0.0,Completed,0,2025-09-10,RTE000194
C0000499,B0011,T09,2025-09-17 14:00:00,99.6030466443589,395.98643944237216,Completed,0,2025-09-17,RTE000645
C0000500,B0011,T04,2025-09-24 14:00:00,94.14701616237642,345.2829350439642,Completed,0,2025-09-24,RTE000201
C0000501,B0011,T04,2025-10-01 14:00:00,100.40397140246,370.72256206189854,Completed,0,2025-10-01,RTE000204
C0000502,B0011,T09,2025-10-08 14:00:00,103.87164001513447,405.79242209028024,Completed,1,2025-10-08,RTE000655
C0000503,B0011,T09,2025-10-16 01:00:00,103.1862268740528,410.3652319436573,Completed,1,2025-10-16,RTE000658
C0000504,B0011,T09,2025-10-22 14:00:00,92.19964745062732,361.3339999077413,Completed,0,2025-10-22,RTE000660
C0000505,B0011,T04,2025-10-29 14:00:00,95.8032169047894,351.09154871253793,Completed,0,2025-10-29,RTE000219
C0000506,B0011,T09,2025-11-05 10:00:00,103.37611773903458,381.53617055674863,Completed,1,2025-11-05,RTE000668
C0000507,B0011,T09,2025-11-12 07:00:00,103.43327840684408,413.3081071064547,Completed,1,2025-11-12,RTE000674
C0000508,B0011,T09,2025-11-12 14:00:00,8.034662264744258,0.0,Completed,0,2025-11-12,RTE000674
C0000509,B0011,T09,2025-11-19 13:00:00,103.54625477810069,393.1123955084439,Completed,1,2025-11-19,RTE000676
C0000510,B0011,T09,2025-11-19 14:00:00,7.93874648297236,14.436536629694674,Completed,0,2025-11-19,RTE000676
C0000511,B0011,T09,2025-11-26 14:00:00,100.49230674455343,397.52147397356214,Completed,0,2025-11-26,RTE000680
C0000512,B0011,T09,2025-12-03 14:00:00,99.97043618194867,384.5724372563176,Completed,0,2025-12-03,RTE000682
C0000513,B0011,T04,2025-12-10 11:00:00,103.75290697727489,411.3618158967672,Completed,1,2025-12-10,RTE000246
C0000514,B0011,T09,2025-12-10 14:00:00,5.616521874006273,0.0,Completed,0,2025-12-10,RTE000686
C0000515,B0011,T04,2025-12-17 10:00:00,104.6166587691296,406.7250701096863,Completed,1,2025-12-17,RTE000249
C0000516,B0011,T04,2025-12-17 14:00:00,8.784107902369396,0.12655963439199455,Completed,0,2025-12-17,RTE000249
C0000517,B0011,T09,2025-12-24 10:00:00,103.39872943032944,394.68640592106124,Completed,1,2025-12-24,RTE000694
C0000518,B0011,T04,2025-12-24 14:00:00,10.363672633003935,13.525627004909994,Completed,0,2025-12-24,RTE000253
C0000519,B0011,T04,2025-12-31 08:00:00,103.7063727094366,369.8023603059012,Completed,1,2025-12-31,RTE000259
C0000520,B0011,T04,2025-12-31 14:00:00,18.43834491404857,64.86067410606478,Completed,0,2025-12-31,RTE000259
C0000521,B0011,T04,2026-01-07 14:00:00,93.7688158962659,358.0748498829935,Completed,0,2026-01-07,RTE000265
C0000522,B0011,T04,2026-01-14 14:00:00,96.27788692854435,377.57083874128375,Completed,0,2026-01-14,RTE000268
C0000523,B0011,T04,2026-01-21 14:00:00,92.92119443956636,347.5898709544762,Completed,0,2026-01-21,RTE000272
C0000524,B0011,T04,2026-01-28 14:00:00,98.54740330969031,361.71537809801094,Completed,0,2026-01-28,RTE000274
C0000525,B0011,T04,2026-02-04 14:00:00,100.54429224119703,396.532161723298,Completed,0,2026-02-04,RTE000276
C0000526,B0011,T04,2026-02-11 14:00:00,93.56943707762075,366.4704389891398,Completed,0,2026-02-11,RTE000279
C0000527,B0011,T04,2026-02-18 14:00:00,93.96072470343503,357.02195402941777,Completed,0,2026-02-18,RTE000283
C0000528,B0011,T09,2026-02-25 14:00:00,96.30488873680821,365.97734924367853,Completed,0,2026-02-25,RTE000726
C0000529,B0011,T04,2026-03-04 14:00:00,98.05552669697573,387.23083348620787,Completed,0,2026-03-04,RTE000291
C0000530,B0011,T04,2026-03-11 14:00:00,96.0235312371832,351.20562494671105,Completed,0,2026-03-11,RTE000294
C0000531,B0011,T09,2026-03-18 14:00:00,102.57048516866875,387.3152166203955,Completed,0,2026-03-18,RTE000738
C0000532,B0011,T09,2026-03-25 19:00:00,103.30298819493122,391.1883863687682,Completed,1,2026-03-25,RTE000743
C0000533,B0011,T09,2026-04-01 14:00:00,96.0816536539121,382.29320608905635,Completed,0,2026-04-01,RTE000746
C0000534,B0011,T04,2026-04-08 14:00:00,97.04646452791751,352.3944261752875,Completed,0,2026-04-08,RTE000306
C0000535,B0011,T04,2026-04-15 08:00:00,103.5804947266584,390.12159842991525,Completed,1,2026-04-15,RTE000311
C0000536,B0011,T04,2026-04-15 14:00:00,12.950889641053642,10.084034545172885,Completed,0,2026-04-15,RTE000311
C0000537,B0011,T09,2026-04-22 12:00:00,103.23464565098423,389.42066418142855,Completed,1,2026-04-22,RTE000755
C0000538,B0011,T04,2026-04-22 14:00:00,9.380378790305269,5.695137103157089,Completed,0,2026-04-22,RTE000315
C0000539,B0011,T04,2026-04-29 15:00:00,104.24423751251513,400.75311727149756,Completed,1,2026-04-29,RTE000317
C0000540,B0011,T09,2026-05-06 13:00:00,103.95952276720752,411.56402213235094,Completed,1,2026-05-06,RTE000764
C0000541,B0011,T09,2026-05-06 14:00:00,3.891777504612707,0.0,Completed,0,2026-05-06,RTE000764
C0000542,B0011,T09,2026-05-13 11:00:00,103.85460242358211,382.58276638341135,Completed,1,2026-05-13,RTE000768
C0000543,B0011,T04,2026-05-13 14:00:00,12.808202109066707,29.776070614578938,Completed,0,2026-05-13,RTE000322
C0000544,B0011,T04,2026-05-20 14:00:00,102.44259109954923,385.4263322860138,Completed,0,2026-05-20,RTE000325
C0000545,B0011,T04,2026-05-27 14:00:00,105.19535770313733,393.7118576526406,Completed,0,2026-05-27,RTE000327
C0000546,B0011,T04,2026-06-03 14:00:00,104.48279303880854,413.79574619109735,Completed,1,2026-06-03,RTE000331
C0000547,B0011,T09,2026-06-10 14:00:00,99.19412991541796,377.97880979358325,Completed,0,2026-06-10,RTE000783
C0000548,B0011,T04,2026-06-17 13:00:00,103.6182674868951,406.59998081364944,Completed,1,2026-06-17,RTE000337
C0000549,B0011,T04,2026-06-24 14:00:00,100.86102052197394,371.9732988815384,Completed,0,2026-06-24,RTE000340
C0000550,B0011,T09,2026-07-01 13:00:00,103.07587899640313,380.01767819455927,Completed,1,2026-07-01,RTE000797
C0000551,B0011,T09,2026-07-01 14:00:00,10.795571463780771,10.895390676630283,Completed,0,2026-07-01,RTE000797
C0000552,B0011,T09,2026-07-08 14:00:00,102.42279870421804,387.18985450268656,Completed,0,2026-07-08,RTE000801
C0000553,B0011,T04,2026-07-15 14:00:00,103.66223091326707,400.03542889620263,Completed,1,2026-07-15,RTE000351
C0000554,B0011,T09,2026-07-22 14:00:00,99.6120886208748,375.46684372874046,Completed,0,2026-07-22,RTE000809
C0000555,B0011,T04,2026-07-29 18:00:00,103.20235631318194,397.0813053710939,Completed,1,2026-07-29,RTE000357
C0000556,B0012,T07,2025-08-05 12:00:00,85.33747377124239,378.46840679548376,Completed,0,2025-08-05,RTE000488
C0000557,B0012,T07,2025-08-12 12:00:00,76.54822861050327,329.4191779221621,Completed,0,2025-08-12,RTE000490
C0000558,B0012,T02,2025-08-19 12:00:00,79.1366816847153,372.911629941595,Completed,0,2025-08-19,RTE000060
C0000559,B0012,T07,2025-08-26 12:00:00,71.78155669372074,313.99670391991924,Completed,0,2025-08-26,RTE000492
C0000560,B0012,T07,2025-09-02 12:00:00,78.07405196210418,358.7562737346963,Completed,0,2025-09-02,RTE000495
C0000561,B0012,T07,2025-09-09 12:00:00,73.79806418410284,329.4573592212609,Completed,0,2025-09-09,RTE000498
C0000562,B0012,T02,2025-09-16 12:00:00,74.38553943931451,334.7021976296598,Completed,0,2025-09-16,RTE000063
C0000563,B0012,T07,2025-09-23 12:00:00,73.808902845867,313.9019880915817,Completed,0,2025-09-23,RTE000500
C0000564,B0012,T02,2025-10-02 14:00:00,103.19114829847908,487.3877561832136,Completed,1,2025-10-02,RTE000066
C0000565,B0012,T07,2025-10-07 12:00:00,50.37281401732099,202.68472162313512,Completed,0,2025-10-07,RTE000503
C0000566,B0012,T07,2025-10-14 12:00:00,79.37473641101438,338.5949145448952,Completed,0,2025-10-14,RTE000504
C0000567,B0012,T07,2025-10-21 12:00:00,81.79505699339506,365.54921496957746,Completed,0,2025-10-21,RTE000505
C0000568,B0012,T07,2025-10-28 12:00:00,75.95353023460638,350.89958146602584,Completed,0,2025-10-28,RTE000508
C0000569,B0012,T07,2025-11-04 12:00:00,75.09329091984056,332.95100639964147,Completed,0,2025-11-04,RTE000510
C0000570,B0012,T07,2025-11-13 14:00:00,103.63305415613915,493.0663196847285,Completed,1,2025-11-13,RTE000513
C0000571,B0012,T02,2025-11-23 21:00:00,103.14658150787972,490.67206933001677,Completed,1,2025-11-23,RTE000074
C0000572,B0012,T02,2025-11-25 12:00:00,19.98986118758139,62.152932922174315,Completed,0,2025-11-25,RTE000075
C0000573,B0012,T07,2025-12-04 13:00:00,104.93695847691413,495.43994138937745,Completed,1,2025-12-04,RTE000517
C0000574,B0012,T07,2025-12-13 19:00:00,103.03965076293038,455.8157163056861,Completed,1,2025-12-13,RTE000519
C0000575,B0012,T02,2025-12-16 12:00:00,33.7853146777178,134.92554040627238,Completed,0,2025-12-16,RTE000078
C0000576,B0012,T07,2025-12-23 12:00:00,81.66367510032586,376.760151997908,Completed,0,2025-12-23,RTE000521
C0000577,B0012,T07,2025-12-30 12:00:00,80.26655210374165,311.4949572823991,Completed,0,2025-12-30,RTE000522
C0000578,B0012,T07,2026-01-08 00:00:00,104.02475152811488,458.9375910402751,Completed,1,2026-01-08,RTE000524
C0000579,B0012,T02,2026-01-17 14:00:00,103.34374128479016,476.92462137429914,Completed,1,2026-01-17,RTE000086
C0000580,B0012,T07,2026-01-28 04:00:00,104.51517200214275,471.0399462203831,Completed,1,2026-01-28,RTE000528
C0000581,B0012,T07,2026-02-03 12:00:00,67.69639502035206,312.8031707615296,Completed,0,2026-02-03,RTE000529
C0000582,B0012,T02,2026-02-13 13:00:00,103.04969711633044,453.75491280865896,Completed,1,2026-02-13,RTE000091
C0000583,B0012,T07,2026-02-17 12:00:00,43.243259034983595,157.54344205085127,Completed,0,2026-02-17,RTE000532
C0000584,B0012,T02,2026-02-24 12:00:00,79.14837828705485,351.3795747552254,Completed,0,2026-02-24,RTE000092
C0000585,B0012,T07,2026-03-03 12:00:00,75.69315478240954,333.09113379275493,Completed,0,2026-03-03,RTE000536
C0000586,B0012,T07,2026-03-10 12:00:00,76.15321677238515,331.5445449911044,Completed,0,2026-03-10,RTE000539
C0000587,B0012,T07,2026-03-19 18:00:00,103.62513954677715,465.15702375505464,Completed,1,2026-03-19,RTE000540
C0000588,B0012,T07,2026-03-24 12:00:00,50.830862572878246,216.8302423536199,Completed,0,2026-03-24,RTE000541
C0000589,B0012,T07,2026-03-31 12:00:00,76.2886249353551,337.0019838728083,Completed,0,2026-03-31,RTE000543
C0000590,B0012,T02,2026-04-07 12:00:00,77.96685394948368,331.3605851608581,Completed,0,2026-04-07,RTE000098
C0000591,B0012,T02,2026-04-14 12:00:00,81.30494886726967,349.3607622617778,Completed,0,2026-04-14,RTE000100
C0000592,B0012,T02,2026-04-23 10:00:00,103.34587214411901,488.2477960976207,Completed,1,2026-04-23,RTE000102
C0000593,B0012,T02,2026-04-28 12:00:00,52.02999269531205,226.1264573182113,Completed,0,2026-04-28,RTE000104
C0000594,B0012,T07,2026-05-05 12:00:00,80.1421387475564,349.09447610077035,Completed,0,2026-05-05,RTE000548
C0000595,B0012,T07,2026-05-12 12:00:00,80.53002647077601,342.57694341271554,Completed,0,2026-05-12,RTE000549
C0000596,B0012,T02,2026-05-19 12:00:00,81.95279208123735,386.3059495438958,Completed,0,2026-05-19,RTE000109
C0000597,B0012,T07,2026-05-26 12:00:00,75.68491190563624,339.7689939186149,Completed,0,2026-05-26,RTE000552
C0000598,B0012,T07,2026-06-02 12:00:00,77.98236124073561,345.27151532413984,Completed,0,2026-06-02,RTE000554
C0000599,B0012,T07,2026-06-09 12:00:00,79.09944268926633,341.39085120591,Completed,0,2026-06-09,RTE000555
C0000600,B0012,T02,2026-06-18 06:00:00,103.37735422010599,455.5695890877897,Completed,1,2026-06-18,RTE000113
C0000601,B0012,T02,2026-06-23 12:00:00,61.331038596951934,284.55080185469905,Completed,0,2026-06-23,RTE000114
C0000602,B0012,T07,2026-06-30 12:00:00,75.53860460684807,322.6160493955008,Completed,0,2026-06-30,RTE000559
C0000603,B0012,T02,2026-07-07 12:00:00,79.59069269184106,370.85138058757553,Completed,0,2026-07-07,RTE000117
C0000604,B0012,T07,2026-07-14 12:00:00,74.5927579667197,316.8253643423336,Completed,0,2026-07-14,RTE000562
C0000605,B0012,T02,2026-07-21 12:00:00,80.05890650706321,354.9799297000077,Completed,0,2026-07-21,RTE000119
C0000606,B0012,T07,2026-07-28 12:00:00,77.56437294265557,332.99208146652956,Completed,0,2026-07-28,RTE000566
C0000607,B0013,T09,2025-08-06 23:00:00,103.02159679289518,311.7995992366236,Completed,1,2025-08-06,RTE000620
C0000608,B0013,T09,2025-08-07 16:00:00,19.711190740978957,45.193825923261876,Completed,0,2025-08-07,RTE000621
C0000609,B0013,T09,2025-08-14 16:00:00,81.98027625773429,243.8763034922466,Completed,0,2025-08-14,RTE000627
C0000610,B0013,T09,2025-08-25 14:00:00,107.39083768849997,327.0586672997701,Completed,1,2025-08-25,RTE000631
C0000611,B0013,T09,2025-08-28 16:00:00,44.99677018144629,135.43082878851965,Completed,0,2025-08-28,RTE000634
C0000612,B0013,T09,2025-09-08 16:00:00,103.17008688642302,316.40209162909474,Completed,1,2025-09-08,RTE000640
C0000613,B0013,T09,2025-09-11 16:00:00,49.67160627074414,135.99479772708625,Completed,0,2025-09-11,RTE000642
C0000614,B0013,T09,2025-09-18 16:00:00,83.70824768834807,269.5964536909555,Completed,0,2025-09-18,RTE000646
C0000615,B0013,T09,2025-09-29 08:00:00,103.36522848320735,310.07165272242014,Completed,1,2025-09-29,RTE000651
C0000616,B0013,T09,2025-10-08 01:00:00,103.24818606272275,320.4993174646578,Completed,1,2025-10-08,RTE000655
C0000617,B0013,T04,2025-10-16 09:00:00,103.01810974248613,324.99783970519024,Completed,1,2025-10-16,RTE000212
C0000618,B0013,T04,2025-10-16 16:00:00,10.673496254577959,25.765552746880996,Completed,0,2025-10-16,RTE000212
C0000619,B0013,T04,2025-10-23 16:00:00,70.91022427494097,212.8643264542508,Completed,0,2025-10-23,RTE000217
C0000620,B0013,T09,2025-11-02 12:00:00,103.2959418812257,324.68575210232297,Completed,1,2025-11-02,RTE000666
C0000621,B0013,T04,2025-11-06 16:00:00,62.00961871499373,197.58296636881744,Completed,0,2025-11-06,RTE000224
C0000622,B0013,T04,2025-11-13 16:00:00,80.04408541109443,232.71454104490368,Completed,0,2025-11-13,RTE000227
C0000623,B0013,T04,2025-11-20 16:00:00,87.71090290465976,270.89965284820386,Completed,0,2025-11-20,RTE000233
C0000624,B0013,T04,2025-11-29 13:00:00,103.25156383684096,320.00488970591755,Completed,1,2025-11-29,RTE000241
C0000625,B0013,T09,2025-12-04 16:00:00,66.58320699159226,207.60137160329293,Completed,0,2025-12-04,RTE000683
C0000626,B0013,T09,2025-12-11 16:00:00,84.86172154696618,250.25190226243106,Completed,0,2025-12-11,RTE000687
C0000627,B0013,T09,2025-12-18 16:00:00,90.03024861506597,287.6971865026051,Completed,0,2025-12-18,RTE000692
C0000628,B0013,T04,2025-12-29 03:00:00,103.1192751223698,313.946350496203,Completed,1,2025-12-29,RTE000257
C0000629,B0013,T04,2026-01-01 16:00:00,57.54002701659204,165.24396793719876,Completed,0,2026-01-01,RTE000260
C0000630,B0013,T09,2026-01-12 08:00:00,103.35816238710184,325.6316970230421,Completed,1,2026-01-12,RTE000700
C0000631,B0013,T04,2026-01-21 05:00:00,103.65029311427023,331.3446858025451,Completed,1,2026-01-21,RTE000272
C0000632,B0013,T09,2026-01-29 16:00:00,92.6315166503658,298.5369643216312,Completed,0,2026-01-29,RTE000710
C0000633,B0013,T04,2026-02-05 16:00:00,75.76956738875198,220.59962432842582,Completed,0,2026-02-05,RTE000277
C0000634,B0013,T09,2026-02-12 16:00:00,82.39806280921891,247.99574973654967,Completed,0,2026-02-12,RTE000719
C0000635,B0013,T04,2026-02-19 16:00:00,82.21833186978047,257.3532351256846,Completed,0,2026-02-19,RTE000284
C0000636,B0013,T04,2026-02-26 16:00:00,78.48250175538716,231.05774076782916,Completed,0,2026-02-26,RTE000287
C0000637,B0013,T09,2026-03-05 16:00:00,83.57950206758626,255.75718235337405,Completed,0,2026-03-05,RTE000730
C0000638,B0013,T04,2026-03-12 16:00:00,80.16522549610883,258.0981107888805,Completed,0,2026-03-12,RTE000295
C0000639,B0013,T04,2026-03-19 16:00:00,79.08101612083348,245.42949792613143,Completed,0,2026-03-19,RTE000297
C0000640,B0013,T09,2026-03-30 07:00:00,104.26332707238186,319.2379858773406,Completed,1,2026-03-30,RTE000744
C0000641,B0013,T04,2026-04-02 16:00:00,59.87305195265784,146.96754359892776,Completed,0,2026-04-02,RTE000305
C0000642,B0013,T09,2026-04-09 16:00:00,92.52275069366081,270.84650819850924,Completed,0,2026-04-09,RTE000751
C0000643,B0013,T04,2026-04-16 16:00:00,80.35590601592398,242.20326932804187,Completed,0,2026-04-16,RTE000312
C0000644,B0013,T04,2026-04-25 12:00:00,103.09162456202756,324.7077111700407,Completed,1,2026-04-25,RTE000316
C0000645,B0013,T09,2026-05-05 17:00:00,103.40575626944006,319.59522201546935,Completed,1,2026-05-05,RTE000763
C0000646,B0013,T09,2026-05-07 16:00:00,35.791436138788704,93.54366936203375,Completed,0,2026-05-07,RTE000765
C0000647,B0013,T09,2026-05-14 16:00:00,85.4610218273496,268.381437703151,Completed,0,2026-05-14,RTE000769
C0000648,B0013,T09,2026-05-21 16:00:00,83.79974834902043,259.8925938602111,Completed,0,2026-05-21,RTE000773
C0000649,B0013,T09,2026-05-28 16:00:00,83.93106675177872,261.79047729452265,Completed,0,2026-05-28,RTE000778
C0000650,B0013,T04,2026-06-04 16:00:00,83.30818201553201,252.59409596541062,Completed,0,2026-06-04,RTE000332
C0000651,B0013,T04,2026-06-11 16:00:00,85.14589120038856,269.5623969792334,Completed,0,2026-06-11,RTE000335
C0000652,B0013,T09,2026-06-22 12:00:00,103.92798795792801,311.9445895160928,Completed,1,2026-06-22,RTE000791
C0000653,B0013,T09,2026-06-25 16:00:00,57.62105318071578,171.6534209292338,Completed,0,2026-06-25,RTE000794
C0000654,B0013,T04,2026-07-04 06:00:00,103.20733967317123,318.7708049490485,Completed,1,2026-07-04,RTE000346
C0000655,B0013,T04,2026-07-09 16:00:00,64.23922465530745,183.11061739089163,Completed,0,2026-07-09,RTE000348
C0000656,B0013,T09,2026-07-16 16:00:00,78.46139374774566,252.08139786129868,Completed,0,2026-07-16,RTE000806
C0000657,B0013,T09,2026-07-27 05:00:00,103.69312613303437,327.07545841693025,Completed,1,2026-07-27,RTE000812
C0000658,B0013,T04,2026-07-30 16:00:00,57.788916953537615,169.71318119311888,Completed,0,2026-07-30,RTE000358
C0000659,B0014,T05,2025-08-08 22:00:00,103.82517919703345,531.5240626692829,Completed,1,2025-08-08,RTE000360
C0000660,B0014,T05,2025-08-16 11:00:00,73.63990911647586,350.4491486182237,Completed,0,2025-08-16,RTE000362
C0000661,B0014,T05,2025-08-23 11:00:00,70.70176499981883,340.7120022834893,Completed,0,2025-08-23,RTE000365
C0000662,B0014,T10,2025-08-30 11:00:00,71.64979441279539,340.3918152167878,Completed,0,2025-08-30,RTE000817
C0000663,B0014,T05,2025-09-06 11:00:00,72.16509835703746,357.7334041013358,Completed,0,2025-09-06,RTE000369
C0000664,B0014,T05,2025-09-13 11:00:00,68.15204199118024,355.29768210152383,Completed,0,2025-09-13,RTE000372
C0000665,B0014,T05,2025-09-20 11:00:00,63.75968342996976,315.77194772780666,Completed,0,2025-09-20,RTE000374
C0000666,B0014,T10,2025-09-27 11:00:00,65.70541351301253,329.0057206981566,Completed,0,2025-09-27,RTE000818
C0000667,B0014,T05,2025-10-04 11:00:00,69.04259802029074,346.9502863872789,Completed,0,2025-10-04,RTE000378
C0000668,B0014,T10,2025-10-11 11:00:00,68.3206246745373,353.6292212346911,Completed,0,2025-10-11,RTE000823
C0000669,B0014,T10,2025-10-18 11:00:00,65.396673462416,299.7453971797532,Completed,0,2025-10-18,RTE000825
C0000670,B0014,T10,2025-10-29 00:00:00,103.06161871113969,515.4934541954369,Completed,1,2025-10-29,RTE000826
C0000671,B0014,T10,2025-11-07 21:00:00,103.54157362074565,527.0866807755672,Completed,1,2025-11-07,RTE000829
C0000672,B0014,T10,2025-11-08 11:00:00,9.75291139879464,16.011259894738593,Completed,0,2025-11-08,RTE000830
C0000673,B0014,T10,2025-11-19 03:00:00,103.14366296018507,535.4765115941373,Completed,1,2025-11-19,RTE000832
C0000674,B0014,T05,2025-11-22 11:00:00,38.026768196041466,164.79558389116883,Completed,0,2025-11-22,RTE000385
C0000675,B0014,T05,2025-12-03 02:00:00,103.54963800606085,536.5229825125922,Completed,1,2025-12-03,RTE000388
C0000676,B0014,T05,2025-12-06 11:00:00,39.8530681684541,164.67460725967652,Completed,0,2025-12-06,RTE000389
C0000677,B0014,T05,2025-12-13 11:00:00,76.89350621651158,371.054422477968,Completed,0,2025-12-13,RTE000393
C0000678,B0014,T10,2025-12-20 11:00:00,74.62732371785616,359.75538201610317,Completed,0,2025-12-20,RTE000836
C0000679,B0014,T05,2025-12-27 11:00:00,76.56063735230133,383.0108711024677,Completed,0,2025-12-27,RTE000395
C0000680,B0014,T05,2026-01-03 11:00:00,71.48810584548383,348.20965675507136,Completed,0,2026-01-03,RTE000397
C0000681,B0014,T05,2026-01-10 11:00:00,67.27518110087458,323.4176800259123,Completed,0,2026-01-10,RTE000398
C0000682,B0014,T05,2026-01-17 11:00:00,67.97811980378036,323.9778547583559,Completed,0,2026-01-17,RTE000400
C0000683,B0014,T05,2026-01-28 11:00:00,103.12969570882879,539.6586905646981,Completed,1,2026-01-28,RTE000401
C0000684,B0014,T05,2026-01-31 11:00:00,31.006967194185027,127.44467933192,Completed,0,2026-01-31,RTE000403
C0000685,B0014,T05,2026-02-07 11:00:00,68.62974384046339,329.98235221680727,Completed,0,2026-02-07,RTE000406
C0000686,B0014,T10,2026-02-14 11:00:00,69.30992649674468,349.2670153190124,Completed,0,2026-02-14,RTE000846
C0000687,B0014,T10,2026-02-21 11:00:00,65.53929718384384,311.91831280273783,Completed,0,2026-02-21,RTE000847
C0000688,B0014,T10,2026-02-28 11:00:00,68.37150587161067,349.47442562558706,Completed,0,2026-02-28,RTE000850
C0000689,B0014,T10,2026-03-11 16:00:00,103.08607009242763,529.0192081723575,Completed,1,2026-03-11,RTE000852
C0000690,B0014,T05,2026-03-21 11:00:00,94.10910153658143,455.31197963120906,Completed,0,2026-03-21,RTE000414
C0000691,B0014,T05,2026-03-28 11:00:00,72.4628159189669,328.0832732849368,Completed,0,2026-03-28,RTE000415
C0000692,B0014,T10,2026-04-04 11:00:00,74.73354399088713,363.17739025767384,Completed,0,2026-04-04,RTE000855
C0000693,B0014,T10,2026-04-11 11:00:00,72.2294249626349,336.1348419819032,Completed,0,2026-04-11,RTE000857
C0000694,B0014,T10,2026-04-18 11:00:00,75.16314803520869,368.86216068504535,Completed,0,2026-04-18,RTE000860
C0000695,B0014,T05,2026-04-25 11:00:00,71.49594393142083,371.731847398976,Completed,0,2026-04-25,RTE000419
